n0,green,green,0,0,2.39794,2.39794,3
n1,red,red,1.19304,0.712806,2.20412,2.20412,3
n2,green,green,88,0,1,1,0
n3,green,green,62.2254,62.2254,1,1,0
n4,green,green,-1.53123,2.31971,2.39794,2.39794,3
n5,green,green,-2.79985,1.34833,2.39794,2.39794,3
n6,green,green,-3.39049,-0.30515,2.20412,2.20412,3
n7,red,red,-1.80491e-08,88,1,1,0
n8,green,green,-1.54491,-3.61451,2.39794,2.39794,3
n9,green,green,0.559655,-4.13154,2.5563,2.5563,3
n10,green,green,2.74011,-3.43599,2.6902,2.6902,3
n11,green,green,4.31539,-1.61959,2.39794,2.39794,3
n12,green,green,4.7369,0.85962,2.6902,2.6902,3
n13,green,green,3.77352,3.29683,2.20412,2.20412,3
n14,red,red,1.60689,4.94549,2.39794,2.39794,3
n15,green,green,-1.19772,5.24756,2.20412,2.20412,3
n16,green,green,-3.84164,4.01804,2.5563,2.5563,3
n17,green,green,-5.52362,1.52442,2.39794,2.39794,3
n18,green,green,-5.68376,-1.56862,2.6902,2.6902,3
n19,green,green,48,0,1.95424,1.95424,2
n20,green,green,-1.38301,-6.05936,3,3,3
n21,green,green,1.96803,-6.05697,2.39794,2.39794,3
n22,green,green,4.90893,-4.2888,2.20412,2.20412,3
n23,green,green,6.55794,-1.19009,2.20412,2.20412,3
n24,green,green,6.37426,2.3923,2.5563,2.5563,3
n25,green,green,4.3325,5.43278,2.5563,2.5563,3
n26,green,green,0.951231,7.02227,2.39794,2.39794,3
n27,green,green,-2.83819,6.64027,2.5563,2.5563,3
n28,green,green,18.7234,47.4387,2.5563,2.5563,2
n29,green,green,-7.45395,0.670868,2.39794,2.39794,3
n30,green,green,-6.85819,-3.30273,2.20412,2.20412,3
n31,green,green,-19.2834,46.8536,2.20412,2.20412,2
n32,red,red,-0.352712,-7.85374,2.39794,2.39794,3
n33,green,green,3.78316,-7.03028,2.5563,2.5563,3
n34,green,green,6.95654,-4.15634,2.20412,2.20412,3
n35,red,red,8.22192,2.02361e-08,2.6902,2.6902,3
n36,green,green,7.15822,4.27684,2.20412,2.20412,3
n37,green,green,49.8379,4.02333,1.95424,1.95424,2
n38,green,green,-29.9604,-40.0297,2.39794,2.39794,2
n39,green,green,-4.78126,7.24329,2.20412,2.20412,3
n40,green,green,-7.91916,3.81367,2.5563,2.5563,3
n41,green,green,-8.86297,-0.797682,2.90849,2.90849,3
n42,green,green,-7.28654,-5.29398,2.90849,2.90849,3
n43,green,green,-62.2254,62.2254,1,1,0
n44,red,red,1.23744,-9.13518,3,3,3
n45,green,green,5.81266,-7.28885,2.5563,2.5563,3
n46,green,green,74,0,1.60206,1.60206,1
n47,green,green,40.5691,25.6544,1.95424,1.95424,2
n48,green,green,38.3733,28.8356,2.20412,2.20412,2
n49,red,red,35.9285,31.8299,1.95424,1.95424,2
n50,green,green,-2.18673,9.58069,2.39794,2.39794,3
n51,green,green,-6.8587,7.17364,2.39794,2.39794,3
n52,green,green,-9.66054,2.66614,2.39794,2.39794,3
n53,red,red,-9.75299,-2.69165,2.20412,2.20412,3
n54,red,red,36.0217,37.5025,1.95424,1.95424,2
n55,red,red,-2.29346,-10.0483,2.80618,2.80618,3
n56,green,green,3.21378,-9.89099,2.39794,2.39794,3
n57,green,green,7.90156,-6.90339,2.5563,2.5563,3
n58,red,red,-10.4013,50.9491,1.95424,1.95424,2
n59,red,red,9.99425,3.7509,2.80618,2.80618,3
n60,green,green,6.71188,8.41643,2.5563,2.5563,3
n61,green,green,-34.6362,36.0601,1.95424,1.95424,2
n62,green,green,-4.30086,10.0624,2.20412,2.20412,3
n63,green,green,-38.3733,28.8356,2.20412,2.20412,2
n64,green,green,-40.5691,25.6544,1.95424,1.95424,2
n65,green,green,67.4042,18.8858,1.60206,1.60206,1
n66,green,green,-6.21988,-9.42271,2.90849,2.90849,3
n67,green,green,-42.5019,22.3067,1.95424,1.95424,2
n68,green,green,59.8094,36.3709,1.60206,1.60206,1
n69,green,green,9.91011,-5.92101,3,3,3
n70,green,green,11.6276,5.72364e-08,2.20412,2.20412,3
n71,green,green,10.0527,6.00621,2.6902,2.6902,3
n72,green,green,-45.999,19.5983,1.95424,1.95424,2
n73,green,green,-0.53273,11.8621,2.6902,2.6902,3
n74,green,green,-6.58606,9.97745,3,3,3
n75,green,green,-48.5471,11.9658,1.95424,1.95424,2
n76,green,green,-12.0669,-1.08604,2.6902,2.6902,3
n77,green,green,28.166,41.3119,1.95424,1.95424,2
n78,green,green,47.7787,51.1585,1.60206,1.60206,1
n79,green,green,1.65811,-12.2407,2.5563,2.5563,3
n80,green,green,7.75021,-9.71846,2.6902,2.6902,3
n81,green,green,11.7103,-4.39494,2.80618,2.80618,3
n82,green,green,12.3826,2.2471,2.39794,2.39794,3
n83,green,green,-47.8444,3.8624,2.20412,2.20412,2
n84,green,green,3.93606,12.1139,2.39794,2.39794,3
n85,green,green,-2.85115,12.4917,2.39794,2.39794,3
n86,green,green,-48,-1.96899e-08,1.95424,1.95424,2
n87,green,green,-12.4957,3.44858,2.6902,2.6902,3
n88,green,green,-12.5673,-3.46835,2.6902,2.6902,3
n89,green,green,-9.06049,-9.47653,2.6902,2.6902,3
n90,red,red,-49.8379,-4.02333,1.95424,1.95424,2
n91,red,red,4.09678,-12.6086,2.90849,2.90849,3
n92,red,red,51.6786,5.7726,1.95424,1.95424,2
n93,green,green,13.187,-2.39308,2.39794,2.39794,3
n94,green,green,32.2046,62.152,1.60206,1.60206,1
n95,green,green,8.4456,10.5904,2.6902,2.6902,3
n96,green,green,1.82783,13.4936,2.6902,2.6902,3
n97,green,green,-88,-3.60982e-08,1,1,0
n98,green,green,-11.1304,8.08669,2.20412,2.20412,3
