n0,green,green,0,0,2.39794,2.39794,3
n1,green,green,1.19304,0.712806,2.20412,2.20412,3
n2,green,green,88,0,1,1,0
n3,green,green,62.2254,62.2254,1,1,0
n4,green,green,-1.53123,2.31971,2.39794,2.39794,3
n5,green,green,-2.79985,1.34833,2.39794,2.39794,3
n6,green,green,-3.39049,-0.30515,2.20412,2.20412,3
n7,red,red,-1.80491e-08,88,1,1,0
n8,green,green,-1.54491,-3.61451,2.39794,2.39794,3
n9,green,green,0.559655,-4.13154,2.5563,2.5563,3
n10,green,green,2.74011,-3.43599,2.6902,2.6902,3
n11,green,green,4.31539,-1.61959,2.39794,2.39794,3
n12,green,green,4.7369,0.85962,2.6902,2.6902,3
n13,green,green,3.77352,3.29683,2.20412,2.20412,3
n14,red,red,1.60689,4.94549,2.39794,2.39794,3
n15,green,green,-1.19772,5.24756,2.20412,2.20412,3
n16,green,green,-3.84164,4.01804,2.5563,2.5563,3
n17,green,green,-5.52362,1.52442,2.39794,2.39794,3
n18,green,green,-5.68376,-1.56862,2.6902,2.6902,3
n19,green,green,48,0,1.95424,1.95424,2
n20,green,green,-1.38301,-6.05936,3,3,3
n21,green,green,1.96803,-6.05697,2.39794,2.39794,3
n22,green,green,4.90893,-4.2888,2.20412,2.20412,3
n23,green,green,6.55794,-1.19009,2.20412,2.20412,3
n24,green,green,6.37426,2.3923,2.5563,2.5563,3
n25,green,green,4.3325,5.43278,2.5563,2.5563,3
n26,green,green,0.951231,7.02227,2.39794,2.39794,3
n27,green,green,-2.83819,6.64027,2.5563,2.5563,3
n28,green,green,21.7258,46.141,2.5563,2.5563,2
n29,green,green,-49.9944,0.74584,2.39794,2.39794,2
n30,green,green,-6.85819,-3.30273,2.20412,2.20412,3
n31,green,green,-48.2932,15.3258,2.20412,2.20412,2
n32,red,red,-0.352712,-7.85374,2.39794,2.39794,3
n33,green,green,3.78316,-7.03028,2.5563,2.5563,3
n34,green,green,6.95654,-4.15634,2.20412,2.20412,3
n35,red,red,8.22192,2.02361e-08,2.6902,2.6902,3
n36,green,green,7.15822,4.27684,2.20412,2.20412,3
n37,green,green,49.8496,3.87462,1.95424,1.95424,2
n38,green,green,-30.6889,-39.4739,2.39794,2.39794,2
n39,green,green,-4.78126,7.24329,2.20412,2.20412,3
n40,green,green,-7.91916,3.81367,2.5563,2.5563,3
n41,green,green,-8.86297,-0.797682,2.90849,2.90849,3
n42,green,green,-7.28654,-5.29398,2.80618,2.80618,3
n43,green,green,-62.2254,62.2254,1,1,0
n44,red,red,1.23744,-9.13518,3,3,3
n45,green,green,5.81266,-7.28885,2.5563,2.5563,3
n46,green,green,74,0,1.60206,1.60206,1
n47,green,green,41.096,24.8016,1.95424,1.95424,2
n48,green,green,39.0505,27.9116,2.20412,2.20412,2
n49,red,red,36.7701,30.8538,1.95424,1.95424,2
n50,green,green,-2.18673,9.58069,2.39794,2.39794,3
n51,green,green,-6.8587,7.17364,2.39794,2.39794,3
n52,green,green,-9.66054,2.66614,2.39794,2.39794,3
n53,red,red,-9.75299,-2.69165,2.20412,2.20412,3
n54,red,red,37.1243,36.4113,1.95424,1.95424,2
n55,red,red,-2.29346,-10.0483,2.80618,2.80618,3
n56,green,green,3.21378,-9.89099,2.39794,2.39794,3
n57,green,green,7.90156,-6.90339,2.5563,2.5563,3
n58,red,red,-51.1412,9.41141,2.20412,2.20412,2
n59,red,red,9.99425,3.7509,2.80618,2.80618,3
n60,green,green,6.71188,8.41643,2.5563,2.5563,3
n61,green,green,-6.76656,49.54,1.95424,1.95424,2
n62,green,green,-4.30086,10.0624,2.20412,2.20412,3
n63,green,green,-13.7666,45.9835,2.20412,2.20412,2
n64,green,green,-17.2885,44.7784,1.95424,1.95424,2
n65,green,green,67.6148,18.1173,1.60206,1.60206,1
n66,green,green,-6.21988,-9.42271,2.90849,2.90849,3
n67,green,green,-20.7065,43.304,1.95424,1.95424,2
n68,green,green,60.6218,35,1.60206,1.60206,1
n69,green,green,9.91011,-5.92101,3,3,3
n70,green,green,11.6276,5.72364e-08,2.20412,2.20412,3
n71,green,green,10.0527,6.00621,2.6902,2.6902,3
n72,green,green,-25,43.3013,1.95424,1.95424,2
n73,green,green,-0.53273,11.8621,2.6902,2.6902,3
n74,green,green,-6.58606,9.97745,3,3,3
n75,green,green,-31.3906,38.9182,1.95424,1.95424,2
n76,green,green,-12.0669,-1.08604,2.6902,2.6902,3
n77,green,green,29.9775,40.0169,1.95424,1.95424,2
n78,green,green,49.4975,49.4975,1.60206,1.60206,1
n79,green,green,1.65811,-12.2407,2.5563,2.5563,3
n80,green,green,7.75021,-9.71846,2.6902,2.6902,3
