n0,green,green,0,0,2.39794,2.39794,3
n1,green,green,1.19304,0.712806,2.20412,2.20412,3
n2,green,green,88,0,1,1,0
n3,green,green,67.4119,56.5653,1,1,0
n4,green,green,-1.53123,2.31971,2.39794,2.39794,3
n5,green,green,-2.79985,1.34833,2.39794,2.39794,3
n6,green,green,-3.39049,-0.30515,2.20412,2.20412,3
n7,red,red,15.281,86.6631,1,1,0
n8,green,green,-1.54491,-3.61451,2.39794,2.39794,3
n9,green,green,0.559655,-4.13154,2.5563,2.5563,3
n10,green,green,2.74011,-3.43599,2.6902,2.6902,3
n11,green,green,4.31539,-1.61959,2.39794,2.39794,3
n12,green,green,4.7369,0.85962,2.6902,2.6902,3
n13,green,green,3.77352,3.29683,2.20412,2.20412,3
n14,red,red,1.60689,4.94549,2.5563,2.5563,3
n15,green,green,-1.19772,5.24756,2.20412,2.20412,3
n16,green,green,-3.84164,4.01804,2.5563,2.5563,3
n17,green,green,-5.52362,1.52442,2.39794,2.39794,3
n18,green,green,-5.68376,-1.56862,2.6902,2.6902,3
n19,green,green,48,0,1.95424,1.95424,2
n20,green,green,-1.38301,-6.05936,3,3,3
n21,green,green,1.96803,-6.05697,2.39794,2.39794,3
n22,green,green,4.90893,-4.2888,2.20412,2.20412,3
n23,green,green,47.8658,3.58704,1.95424,1.95424,2
n24,green,green,6.37426,2.3923,2.5563,2.5563,3
n25,green,green,4.3325,5.43278,2.5563,2.5563,3
n26,green,green,0.951231,7.02227,2.39794,2.39794,3
n27,green,green,-2.83819,6.64027,2.5563,2.5563,3
n28,green,green,20.4393,46.7251,2.5563,2.5563,2
n29,green,green,-49.9959,-0.639297,2.39794,2.39794,2
n30,green,green,-6.85819,-3.30273,2.20412,2.20412,3
n31,green,green,-48.9611,13.0353,2.20412,2.20412,2
n32,red,red,-0.352712,-7.85374,2.39794,2.39794,3
n33,green,green,3.78316,-7.03028,2.5563,2.5563,3
n34,green,green,6.95654,-4.15634,2.20412,2.20412,3
n35,red,red,8.22192,2.02361e-08,2.6902,2.6902,3
n36,green,green,7.15822,4.27684,2.20412,2.20412,3
n37,green,green,49.4415,7.45211,1.95424,1.95424,2
n38,green,green,-24.5836,-43.539,2.39794,2.39794,2
n39,green,green,-23.8895,44.6811,2.20412,2.20412,2
n40,green,green,-7.91916,3.81367,2.5563,2.5563,3
n41,green,green,-8.86297,-0.797682,2.90849,2.90849,3
n42,green,green,-7.28654,-5.29398,2.80618,2.80618,3
n43,green,green,-44,76.2102,1,1,0
n44,red,red,1.23744,-9.13518,3,3,3
n45,green,green,5.81266,-7.28885,2.5563,2.5563,3
n46,green,green,74,0,1.60206,1.60206,1
n47,green,green,39.6595,27.0394,1.95424,1.95424,2
n48,green,green,37.5279,29.9275,2.20412,2.20412,2
n49,red,red,35.1865,32.6483,1.95424,1.95424,2
n50,green,green,-2.18673,9.58069,2.39794,2.39794,3
n51,green,green,-6.8587,7.17364,2.39794,2.39794,3
n52,green,green,-9.66054,2.66614,2.39794,2.39794,3
n53,green,green,-9.75299,-2.69165,2.20412,2.20412,3
n54,red,red,35.369,38.1187,1.95424,1.95424,2
n55,red,red,-2.29346,-10.0483,2.80618,2.80618,3
n56,green,green,3.21378,-9.89099,2.39794,2.39794,3
n57,green,green,7.90156,-6.90339,2.5563,2.5563,3
n58,red,red,-50.8916,3.32336,2.39794,2.39794,2
n59,red,red,9.99425,3.7509,2.80618,2.80618,3
n60,green,green,6.71188,8.41643,2.5563,2.5563,3
n61,green,green,-7.45211,49.4415,1.95424,1.95424,2
n62,green,green,-4.30086,10.0624,2.20412,2.20412,3
n63,green,green,-44.2326,-59.3252,1.95424,1.95424,1
n64,green,green,-17.5364,44.6819,1.95424,1.95424,2
n65,green,green,67.4042,18.8858,1.60206,1.60206,1
n66,green,green,-6.21988,-9.42271,2.90849,2.90849,3
n67,green,green,-20.8264,43.2465,1.95424,1.95424,2
n68,green,green,59.8094,36.3709,1.60206,1.60206,1
n69,green,green,9.91011,-5.92101,3,3,3
n70,green,green,-25,43.3013,1.95424,1.95424,2
n71,green,green,10.0527,6.00621,2.6902,2.6902,3
n72,green,green,-34.0086,36.6526,1.95424,1.95424,2
n73,green,green,-0.53273,11.8621,2.6902,2.6902,3
n74,green,green,-6.58606,9.97745,3,3,3
n75,green,green,-39.0916,31.1745,1.95424,1.95424,2
n76,green,green,-12.0669,-1.08604,2.6902,2.6902,3
n77,green,green,28.4032,41.1492,1.95424,1.95424,2
n78,green,green,47.7787,51.1585,1.60206,1.60206,1
n79,green,green,1.65811,-12.2407,2.39794,2.39794,3
n80,green,green,7.75021,-9.71846,2.6902,2.6902,3
